local,visitor,period,time,player,action,side,score_home,score_away
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:14,"STOJKOVIC, LAZAR",Def Rebound (1),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:16,"DEL CASTILLO, ERIC",Missed Two Pointer (0/1 - 0 pt),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:35,"PAVLOVIC, NOVAK",Assist (1),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:37,"MARJANOVIC, STEFAN",Three Pointer (1/1 - 3 pt),U18 Crvena Zvezda Belgrade,3,2
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:50,"PETROVICS, HELMUTS",Assist (1),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,09:52,"PLATTEEUW, IAN",Two Pointer (1/1 - 2 pt),U18 Joventut Badalona,0,2
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,1er Cuarto,10:00,,,U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:01,"PETROVICS, HELMUTS",Missed Three Pointer (1/3 - 9 pt),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:05,"BALDE, DANIEL",Def Rebound (5),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:06,"NEDELJKOVIC, ALEKSEJ",Missed Three Pointer (1/2 - 7 pt),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:22,"PETROVICS, HELMUTS",Assist (5),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:24,"DEL CASTILLO, ERIC",Two Pointer (2/6 - 4 pt),U18 Joventut Badalona,40,33
